Wall time,Step,Value
1744465246.88866,747520,-172.9024200439453
1744465271.813118,749568,-170.9951934814453
1744465296.571594,751616,-171.7635498046875
1744465321.4495814,753664,-173.36676025390625
1744465346.2544844,755712,-170.88296508789062
1744465371.1336355,757760,-167.1110076904297
1744465396.0438902,759808,-165.78367614746094
1744465420.8444085,761856,-166.48931884765625
1744465445.6592789,763904,-161.87539672851562
1744465470.4465334,765952,-157.95950317382812
1744465495.2889192,768000,-156.24267578125
1744465520.1906598,770048,-156.9017791748047
1744465545.0491493,772096,-155.7490234375
1744465569.8719938,774144,-152.43125915527344
1744465594.7331812,776192,-152.95477294921875
1744465619.5832696,778240,-146.0670166015625
1744465644.4898868,780288,-147.56439208984375
1744465669.2589266,782336,-147.560302734375
1744465694.0545974,784384,-148.27340698242188
1744465718.9565692,786432,-145.52743530273438
1744465743.786518,788480,-141.61331176757812
1744465768.9170446,790528,-149.20640563964844
1744465793.7697327,792576,-149.6143035888672
1744465818.5925865,794624,-148.9467010498047
1744465843.44866,796672,-146.83868408203125
1744465868.3434908,798720,-148.33425903320312
1744465893.3070652,800768,-150.2779083251953
1744465918.2460682,802816,-149.04832458496094
1744465943.4598384,804864,-148.76516723632812
1744465968.3547049,806912,-148.60260009765625
1744465993.3384717,808960,-149.1050262451172
1744466018.4980664,811008,-152.79925537109375
1744466043.3938227,813056,-152.57260131835938
1744466068.2650814,815104,-150.49383544921875
1744466093.0357308,817152,-148.7972869873047
1744466117.880129,819200,-147.6184844970703
1744466142.9464724,821248,-147.13755798339844
1744466167.8744867,823296,-144.7957000732422
1744466192.7755697,825344,-144.04318237304688
1744466217.663844,827392,-142.87643432617188
1744466242.6652365,829440,-142.39137268066406
1744466267.4765704,831488,-142.88467407226562
1744466292.2790864,833536,-144.2792205810547
1744466317.1261675,835584,-144.884521484375
1744466341.8841128,837632,-145.1260986328125
1744466366.720403,839680,-138.41717529296875
1744466391.5201814,841728,-134.99078369140625
1744466416.3761327,843776,-133.2125244140625
1744466441.265221,845824,-132.36367797851562
1744466466.3771234,847872,-130.61546325683594
1744466491.2531946,849920,-130.99830627441406
1744466516.184203,851968,-128.90008544921875
1744466541.0705173,854016,-126.98208618164062
1744466565.8160462,856064,-129.2764892578125
1744466590.5759544,858112,-129.67994689941406
1744466615.5846043,860160,-130.25982666015625
1744466640.4181967,862208,-121.62845611572266
1744466665.3966599,864256,-120.82981872558594
1744466690.2244403,866304,-122.19645690917969
1744466715.2069938,868352,-122.43600463867188
1744466740.1428597,870400,-121.68692779541016
1744466765.088998,872448,-132.20729064941406
1744466789.926359,874496,-131.8904571533203
1744466814.890586,876544,-131.68621826171875
1744466839.912125,878592,-138.4978790283203
1744466864.8385417,880640,-135.98455810546875
1744466889.763705,882688,-138.54579162597656
1744466914.6072865,884736,-137.05926513671875
1744466939.403843,886784,-139.12619018554688
1744466964.3067045,888832,-139.96334838867188
1744466989.117903,890880,-139.41619873046875
1744467013.9416926,892928,-139.36019897460938
1744467038.8289673,894976,-139.06228637695312
1744467063.7772567,897024,-138.5500030517578
1744467088.5910468,899072,-135.69955444335938
1744467113.4198992,901120,-136.19903564453125
1744467138.2769823,903168,-135.4396209716797
1744467163.116732,905216,-140.11338806152344
1744467187.8643377,907264,-150.41796875
1744467212.9373536,909312,-150.31552124023438
1744467237.7282548,911360,-151.85256958007812
1744467262.6784644,913408,-153.50083923339844
1744467287.6900332,915456,-152.78472900390625
1744467312.5639205,917504,-155.3175506591797
1744467337.3459141,919552,-154.77125549316406
1744467362.1322024,921600,-146.45895385742188
1744467386.9792721,923648,-147.6251220703125
1744467411.8981364,925696,-148.87167358398438
1744467436.9082317,927744,-140.59278869628906
1744467461.779994,929792,-140.08572387695312
1744467486.6831803,931840,-135.11708068847656
1744467511.6222441,933888,-134.5349578857422
1744467536.5192206,935936,-133.01014709472656
1744467561.866229,937984,-130.98825073242188
1744467586.9607673,940032,-130.45814514160156
1744467611.697945,942080,-128.59104919433594
1744467636.4681747,944128,-127.58881378173828
1744467661.1475596,946176,-129.71347045898438
1744467685.8834515,948224,-127.30753326416016
1744467710.699655,950272,-125.38627624511719
1744467735.6212633,952320,-126.02935028076172
1744467760.5711756,954368,-123.96063995361328
1744467785.4551692,956416,-106.78829193115234
1744467810.2882211,958464,-103.14258575439453
1744467835.1080604,960512,-99.70368957519531
1744467859.8766375,962560,-98.42756652832031
1744467884.812665,964608,-99.1219711303711
1744467909.7940013,966656,-96.64292907714844
1744467934.5741084,968704,-95.54943084716797
1744467959.3189218,970752,-93.66934967041016
1744467984.0177617,972800,-89.99320983886719
1744468008.7597182,974848,-86.85408782958984
1744468033.645654,976896,-85.14417266845703
1744468058.55305,978944,-83.19654083251953
1744468083.3772733,980992,-81.14744567871094
1744468108.1680477,983040,-81.31554412841797
1744468133.094016,985088,-80.86322784423828
1744468157.9263704,987136,-79.4612808227539
1744468182.7049456,989184,-83.0621109008789
1744468207.5760198,991232,-82.3177490234375
1744468232.544319,993280,-82.48777770996094
1744468257.51869,995328,-81.64346313476562
1744468282.4385571,997376,-78.65946960449219
1744468307.3291059,999424,-79.11400604248047
1744468332.6213946,1001472,-78.18112182617188
1744468357.630029,1003520,-77.88774871826172
1744468382.7753122,1005568,-76.982421875
1744468407.8930686,1007616,-76.07238006591797
1744468432.8897731,1009664,-75.19700622558594
1744468457.9726577,1011712,-75.36911010742188
1744468483.0785825,1013760,-75.48017120361328
1744468508.1366992,1015808,-73.32405090332031
1744468533.1359835,1017856,-70.83635711669922
1744468558.51357,1019904,-78.45062255859375
1744468585.1127388,1021952,-78.18781280517578
1744468610.1500573,1024000,-81.7569351196289
1744468635.004187,1026048,-81.0773696899414
1744468659.8146775,1028096,-82.61782836914062
1744468684.6691024,1030144,-82.5269546508789
1744468709.5374854,1032192,-84.9878921508789
1744468734.4929721,1034240,-85.20746612548828
1744468759.3497968,1036288,-87.32630920410156
1744468784.1860504,1038336,-87.40242004394531
1744468809.0124202,1040384,-80.58917236328125
1744468833.7860827,1042432,-81.1114273071289
1744468858.6069162,1044480,-79.9229507446289
1744468883.8626823,1046528,-78.1365737915039
1744468908.8714082,1048576,-77.74063873291016
1744468934.077355,1050624,-77.0738525390625
1744468959.051915,1052672,-79.21044158935547
1744468984.009334,1054720,-78.4554672241211
1744469008.8102944,1056768,-78.20316314697266
1744469033.724756,1058816,-79.8682632446289
1744469058.67808,1060864,-82.1656265258789
1744469083.5968964,1062912,-80.62437438964844
1744469108.4951181,1064960,-80.34990692138672
1744469133.3545437,1067008,-80.47416687011719
1744469158.1652474,1069056,-74.15994262695312
1744469183.0647175,1071104,-73.49249267578125
1744469208.1156404,1073152,-71.6964340209961
1744469233.2748532,1075200,-70.27619934082031
1744469258.3275402,1077248,-70.99652099609375
1744469283.3637576,1079296,-69.66248321533203
1744469308.4933114,1081344,-64.78570556640625
1744469333.591828,1083392,-81.00910949707031
1744469358.6143842,1085440,-82.05023193359375
1744469383.649685,1087488,-81.7697982788086
1744469408.7793064,1089536,-81.06461334228516
1744469434.1533675,1091584,-80.2244873046875
1744469459.3915648,1093632,-79.1339340209961
1744469484.6345155,1095680,-80.21305847167969
1744469509.7161117,1097728,-80.98848724365234
1744469535.0120146,1099776,-81.65248107910156
1744469560.1413245,1101824,-81.29346466064453
1744469585.436929,1103872,-79.88128662109375
1744469610.6676617,1105920,-79.71021270751953
1744469635.939798,1107968,-79.07485961914062
1744469661.100863,1110016,-77.06706237792969
1744469686.2487185,1112064,-78.00394439697266
1744469711.5036201,1114112,-80.2273178100586
1744469736.7892091,1116160,-79.17892456054688
1744469761.8611107,1118208,-84.52193450927734
1744469786.9068115,1120256,-84.31954956054688
1744469811.9381657,1122304,-84.23712158203125
1744469837.061805,1124352,-83.89720916748047
1744469862.0990062,1126400,-83.88688659667969
1744469887.1803756,1128448,-82.25440216064453
1744469912.297127,1130496,-81.92373657226562
1744469937.4076898,1132544,-73.6769790649414
1744469962.48014,1134592,-60.13390350341797
1744469987.628314,1136640,-61.08188247680664
1744470012.7850358,1138688,-60.971229553222656
1744470038.026887,1140736,-63.03443145751953
1744470063.1531415,1142784,-76.03560638427734
1744470088.1121712,1144832,-76.34698486328125
1744470113.0866222,1146880,-75.1072006225586
1744470138.1764853,1148928,-74.88066101074219
1744470163.436772,1150976,-73.95611572265625
1744470188.8441331,1153024,-72.9659652709961
1744470213.9944031,1155072,-72.91590881347656
1744470239.0910745,1157120,-72.57103729248047
1744470264.2566996,1159168,-71.96958923339844
1744470289.5976727,1161216,-71.63816833496094
1744470314.788957,1163264,-69.28084564208984
1744470339.920017,1165312,-69.20813751220703
1744470364.970252,1167360,-72.92083740234375
1744470390.2191997,1169408,-68.44041442871094
1744470415.4136539,1171456,-77.09406280517578
1744470440.6393294,1173504,-82.13569641113281
1744470465.787887,1175552,-87.98990631103516
1744470491.0276618,1177600,-87.62892150878906
1744470516.222873,1179648,-88.63545227050781
1744470541.4034116,1181696,-88.8255386352539
1744470566.7593126,1183744,-90.0621337890625
1744470591.9560068,1185792,-90.91432189941406
1744470617.137195,1187840,-90.29808807373047
1744470642.4036272,1189888,-95.26527404785156
1744470667.531009,1191936,-91.40034484863281
1744470692.6832874,1193984,-92.64602661132812
1744470717.9715989,1196032,-98.4312515258789
1744470743.2899065,1198080,-99.27664184570312
1744470768.4233477,1200128,-99.18738555908203
1744470793.5821712,1202176,-99.3592529296875
1744470819.478432,1204224,-99.92058563232422
1744470844.8419282,1206272,-100.15534973144531
1744470869.8285608,1208320,-99.56596374511719
1744470894.9442441,1210368,-106.175048828125
1744470920.0333595,1212416,-109.56230926513672
1744470945.1354363,1214464,-106.88101959228516
1744470970.2167375,1216512,-103.9211196899414
1744470995.18561,1218560,-105.75665283203125
1744471020.199748,1220608,-94.73197937011719
1744471045.1638107,1222656,-95.42959594726562
1744471070.2006977,1224704,-83.91295623779297
1744471095.3512425,1226752,-84.78484344482422
1744471120.3817344,1228800,-83.54991149902344
1744471145.4929252,1230848,-89.3021011352539
1744471170.5901144,1232896,-90.14867401123047
1744471195.5203643,1234944,-98.20072937011719
1744471220.483428,1236992,-99.22236633300781
1744471245.458247,1239040,-110.12157440185547
1744471270.5195515,1241088,-100.39486694335938
1744471295.467324,1243136,-96.57794952392578
1744471320.6224773,1245184,-88.62018585205078
1744471345.726069,1247232,-88.02973175048828
1744471370.9702702,1249280,-93.13787841796875
1744471396.1814284,1251328,-93.82341003417969
1744471421.2469153,1253376,-94.12468719482422
1744471446.2337122,1255424,-92.98606872558594
1744471471.3136113,1257472,-93.88584899902344
1744471496.3797355,1259520,-93.43026733398438
1744471521.434837,1261568,-90.95880889892578
1744471546.4755988,1263616,-89.89606475830078
1744471571.5045648,1265664,-89.1710433959961
1744471596.711658,1267712,-98.82068634033203
1744471621.9216435,1269760,-114.46044158935547
1744471647.2544456,1271808,-113.97026062011719
1744471672.5021696,1273856,-113.52754211425781
1744471697.675155,1275904,-139.10012817382812
1744471723.0506053,1277952,-138.7811279296875
1744471748.3218021,1280000,-134.44090270996094
1744471773.7083142,1282048,-145.47665405273438
1744471798.898088,1284096,-141.97593688964844
1744471824.2543662,1286144,-144.7077178955078
1744471849.409111,1288192,-133.0175018310547
1744471874.8700528,1290240,-146.42333984375
1744471900.0699918,1292288,-146.1026153564453
1744471925.2424476,1294336,-146.6364288330078
1744471950.6381054,1296384,-147.06430053710938
1744471976.0385785,1298432,-143.70323181152344
1744472001.283766,1300480,-143.89715576171875
1744472026.805207,1302528,-143.7812042236328
1744472052.2038007,1304576,-158.7591094970703
1744472077.5222847,1306624,-182.44454956054688
1744472102.9074314,1308672,-176.67161560058594
1744472128.3636367,1310720,-176.91136169433594
1744472153.6671686,1312768,-176.44342041015625
1744472178.8541062,1314816,-193.14312744140625
1744472204.1072626,1316864,-198.87741088867188
1744472229.516377,1318912,-171.2613067626953
1744472254.8740556,1320960,-172.06390380859375
1744472280.1408668,1323008,-171.51791381835938
